Supplementary Table 2: qGI Genetic Interaction Scores,,,,,,,,,
gene,FASN_merge,ACACA,LDLR,SREBF1,SREBF2,C12orf49,qGI_FASN_a,qGI_FASN_b,qGI_FASN_c
FBLN5,-0.075423195,-0.416675798,-0.101164724,0.028702083,-0.065220574,-0.147435188,-0.57,-0.52,-0.84
C1orf43,-0.467557928,-0.416591913,-0.115036093,-0.224753076,-0.35501315,-0.027547753,-0.57,-0.70,-0.47
CRYBA1,0.102161353,-0.415876587,-0.339215092,0.061690557,-0.222706238,-0.384702943,-0.57,-0.07,-0.17
MRPS2,-0.195280158,-0.415708782,0.104975157,-0.01336082,-0.25141853,-0.25237068,-0.57,-0.51,-0.37
TMEM144,0.132239646,-0.415634011,0.126168065,-0.119956391,0.188433624,-0.191969635,-0.57,-0.01,-0.10
RAB7L1,-0.155447623,-0.415394836,-0.083324894,0.043371399,0.137126639,-0.250363457,-0.56,-0.26,-0.15
MMGT1,-0.269742479,-0.415139414,0.465327953,0.026316954,-0.292683303,-0.311848551,-0.56,-0.23,0.17
DDA1,0.258373053,-0.414419972,0.407156127,-0.042185439,0.468890638,-0.113440155,-0.56,-0.26,-0.77
LCMT1,-1.338234998,-0.414026506,-0.6308536,-0.051421341,0.205144074,-0.371978977,-0.56,-0.30,0.24
SOS1,0.188626847,-0.413784109,0.11143147,-0.162250344,0.181242687,0.581880771,-0.56,-0.12,0.66
ZNF280D,0.260753738,-0.41364579,-0.223775091,0.032417966,0.071338369,0.090657986,-0.56,0.13,-0.18
XYLT2,-0.335632346,-0.413307531,-0.215848439,-0.054295737,0.0656866,0.547755972,-0.56,0.11,-0.05
KIAA1217,0.078072436,-0.413266288,-0.116994846,0.145832646,-0.06416804,-0.247902107,-0.56,0.23,-0.12
CECR2,0.022215481,-0.413259603,-0.02434968,0.079032614,-0.043034637,-0.177967167,-0.56,-0.61,-0.64
ORC5,-0.220203948,-0.413101516,0.327163177,-0.129561283,0.317239763,0.02399934,-0.56,-0.33,-0.25
SETDB1,-0.3994377,-0.412447964,-0.233712777,-0.34307733,0.342252124,0.000908582,-0.56,-0.10,-0.39
IGBP1,-0.28704644,-0.411915503,0.004259209,-0.13290007,-0.225909238,-0.628623056,-0.56,-0.02,-0.41
BOLA3,-0.574692705,-0.411894738,-0.335032177,-0.284373694,-0.11194031,0.458285173,-0.56,-0.71,-0.14
LEMD1,0.265579054,-0.411233463,0.080028477,0.06859352,-0.061872872,0.041336092,-0.56,-0.06,0.01
HERC4,-0.089193138,-0.410618525,0.008214155,0.073034687,-0.102676295,0.091923516,-0.56,-0.34,-0.18
E2F7,-1.012405537,-0.410442144,-0.735154432,-0.042680216,-0.105995345,0.336915073,-0.56,-0.04,-0.07
GHITM,-0.020222306,-0.410288463,0.079188276,0.104463493,0.054920653,0.133909535,-0.55,0.17,-0.42
UBR5,-0.259472628,-0.40990371,-0.047305859,-0.084953619,0.63181369,-0.018526704,-0.55,0.27,-0.26
C10orf2,-0.088095217,-0.40988367,0.018319194,-0.035953168,0.362502638,0.009320268,-0.55,-1.11,-0.50
RELB,-0.160786162,-0.409768524,-0.223622302,-0.021008519,0.110782268,-0.063981829,-0.55,0.36,0.41
NGDN,0.02466734,-0.409491287,0.134010773,-0.017170342,0.24021768,-0.200557488,-0.55,-0.46,0.64
PPP1R15B,0.024161618,-0.409179739,-0.209156977,0.301755143,-0.119615323,0.356646891,-0.55,-0.34,-0.44
BTBD11,-0.024306314,-0.408748636,0.078855971,0.102799618,-0.00593689,-0.267748452,-0.55,-0.52,-0.12
DAGLA,-0.169096587,-0.408578605,-0.251497931,-0.512104236,0.12660007,-0.255004227,-0.55,-0.25,-0.06
CTPS1,-0.382651635,-0.40715007,-0.389161636,-0.454264303,0.227682781,-0.100079919,-0.55,-0.19,-0.24
FAT2,0.04087919,-0.405912416,-0.129302626,-0.038685051,0.269056128,-0.022960819,-0.55,-0.34,-0.24
PCNP,0.294412306,-0.405859912,0.239232918,0.055435786,0.069379061,-0.170854367,-0.55,0.19,0.02
PRF1,-0.003512455,-0.405800294,0.159028342,-0.126372342,-0.096097363,-0.069611685,-0.55,0.01,0.01
IGFBP7,-0.078054524,-0.405432663,0.132486468,0.078639201,0.17297105,-0.197127793,-0.55,-0.48,-0.22
CYP2B6,-0.055462247,-0.405165655,0.141761013,-0.060199496,-0.351001657,0.06941242,-0.55,-0.31,-0.13
WNT16,0.111373309,-0.40511291,-0.223443976,0.139178233,0.036467515,0.008440681,-0.54,-0.33,0.27
FAM117B,-0.219024249,-0.405013606,0.044465917,-0.045554303,0.237190931,0.052951871,-0.54,-0.08,-0.45
UBOX5,-0.196641542,-0.404522616,0.00487594,-0.040721597,-0.082979121,-0.14628098,-0.54,0.16,-0.10
CACNA1B,-0.037327715,-0.404326915,0.023112755,-0.061056844,-0.184556139,-0.055017908,-0.54,-0.57,-0.63
OR13A1,0.020611866,-0.404107226,0.037911614,0.125109562,-0.096956875,0.172933646,-0.54,-0.48,-0.71
OSBPL9,0.191996419,-0.403990394,-0.271577555,-0.277603369,-0.163515704,-0.163966632,-0.54,-0.02,-0.43
GFI1,0.232802253,-0.403446158,0.057307305,-0.018868183,-0.126983643,0.229389,-0.54,0.03,0.25
NUMA1,-0.36935502,-0.403303519,0.214293289,0.014830815,-0.088051768,-0.02533254,-0.54,-0.78,-0.49
ACAT2,-0.654749091,-0.403226408,-2.288565863,0.123565937,0.151129589,0.287401369,-0.54,-0.14,-0.37
NDUFA6,-0.207841921,-0.403046554,0.005722298,0.133047446,0.041637519,-0.003803587,-0.54,-0.36,-0.04
MRPS5,0.052224515,-0.402960201,0.146649587,0.076885663,0.090082521,0.132136378,-0.54,-0.20,0.07
PSORS1C2,0.082249163,-0.401752485,0.052601065,-0.089147191,0.165771813,0.2016419,-0.54,-0.21,0.06
ZMYND11,0.221446426,-0.401456676,-0.369779572,0.213963829,-0.176592111,0.020710975,-0.54,-0.66,-0.94
RABL3,-1.660758156,-0.401035201,-0.065437573,0.083074844,-0.232660623,-0.334299495,-0.54,0.13,0.44
DTX3L,-0.059525136,-0.401009568,-0.102351528,-0.102612846,-0.026338761,0.399168757,-0.54,0.13,0.11
MYBPC3,-0.074434171,-0.4008445,-0.034176984,0.029370803,-0.317378598,0.031273739,-0.54,0.51,0.03
PRKAR2B,0.035388683,-0.400796384,-0.113703269,-0.135166857,-0.169901046,-0.103697754,-0.54,-0.16,-0.53
PAX6,0.000723996,-0.4002376,0.005331866,0.089229791,0.305865873,0.223797228,-0.54,-0.42,-0.66
ZHX1-C8ORF76,0.213051418,-0.399938358,-0.212602701,-0.200708467,-0.117863247,-0.011301063,-0.54,-0.76,-0.71
SLC7A11,0.340823057,-0.399893716,0.230509276,0.23571327,0.702509152,0.918757304,-0.54,0.14,-0.01
TTC6,-0.164171855,-0.399707608,0.146077914,-0.114739923,-0.025016589,0.057188736,-0.54,-0.46,-0.77
KANSL1,-0.028266271,-0.399427108,-0.344462152,-0.196520775,-0.033100808,0.03453926,-0.54,-0.15,-0.12
UCK1,-0.088304107,-0.399413827,0.022588411,-0.020619448,0.038903196,-0.028883043,-0.53,-0.02,0.02
PGK1,-0.124991319,-0.399240272,-0.116128137,-0.358360068,-0.000987873,-0.116071761,-0.53,-0.47,-0.37
NINJ1,0.110040077,-0.399068374,0.08113424,0.055441498,-0.043241406,0.053899001,-0.53,0.13,-0.10
TGFBRAP1,-0.146420931,-0.398871079,0.087196248,0.006906914,0.360370098,0.292801707,-0.53,-1.23,-0.78
GNG4,0.213076654,-0.398700587,-0.032729041,-0.100589157,0.04387433,-0.05882552,-0.53,0.15,-0.23
OTUD6B,0.396791958,-0.398644949,-0.000601563,0.088365111,0.165993056,-0.236294063,-0.53,-0.04,-0.18
SLAMF6,0.015530499,-0.398579737,0.028684802,0.110740734,-0.290517007,0.011090471,-0.53,0.14,0.07
GCC2,0.05577121,-0.398488271,0.219899583,0.428804089,0.139532558,0.079491351,-0.53,-0.08,-0.26
ELF2,0.928595088,-0.398418869,0.808909105,0.124613661,-0.493355948,0.342857925,-0.53,-0.04,0.19
APEX1,0.010748481,-0.398356571,-0.241752673,-0.163226249,0.081087942,0.022852499,-0.53,-0.02,-0.09
RNF181,-0.073680988,-0.398062673,0.124650508,0.025045156,0.125841557,0.125362862,-0.53,0.24,-0.11
TMA7,-0.108121862,-0.397980285,0.061080208,0.057756441,0.024758749,-0.187577993,-0.53,-0.71,-0.27
NEDD1,-0.006934374,-0.397975057,-0.003873891,-0.673175994,-0.066263624,-0.046596163,-0.53,-1.84,-0.98
SDF2,-0.249479292,-0.397597144,-0.103812924,-0.046512974,0.292396323,-0.067721608,-0.53,-0.76,-1.07
PTPN23,-0.217416843,-0.397570286,0.246622953,0.060617861,0.099594834,0.185023213,-0.53,-0.25,-0.47
RBM22,-0.232609471,-0.397409957,0.170630736,0.064157428,-0.467113623,-0.105097727,-0.53,-0.45,-0.18
MOCS3,0.074250146,-0.396728482,-0.414282147,0.060531994,-0.016464667,0.086831193,-0.53,-0.38,0.09
USH1C,-0.054248382,-0.396629142,-0.102408013,-0.357103298,-0.095076765,0.302174733,-0.53,0.13,0.00
ALG8,-0.660046728,-0.395455091,-0.224133047,-0.027795488,-0.420131442,-0.099823073,-0.53,-0.30,-0.08
RAB10,-0.71669364,-0.395412824,-0.024424333,-0.33293524,-0.260654588,-0.348959252,-0.52,-0.11,-0.12
BRS3,-0.119244206,-0.395150471,0.036229855,0.138829881,0.214765129,-0.086282138,-0.52,-0.20,-0.32
AP1G2,0.012162702,-0.395089527,-0.097717295,0.013054124,0.047113123,0.08111335,-0.52,-0.15,0.15
U2AF1,-0.197098763,-0.394909375,-0.003631986,0.071311616,-0.211227305,0.01891609,-0.52,-0.19,0.43
DBR1,-0.294405053,-0.394516063,0.200028302,-0.033324944,0.170038793,0.024876369,-0.52,-0.37,0.00
CISH,0.089882924,-0.394332374,0.117921607,0.04249792,0.134183055,-0.066871121,-0.52,0.12,-0.04
ZCCHC9,0.168176116,-0.394067754,-0.090984505,0.312618226,-0.164067185,0.212375394,-0.52,-1.02,-0.72
PPIL4,-0.112191126,-0.394047778,0.1371972,-0.178397969,0.135413685,-0.049235307,-0.52,-0.25,0.08
SEL1L,-0.513363119,-0.393896942,-0.452570033,0.002350127,0.330836197,-0.463910071,-0.52,-0.02,0.07
CHST13,-0.01563181,-0.393885094,0.130991126,0.071770872,0.009365175,-0.083828622,-0.52,-0.41,-0.04
NCF4,0.083674755,-0.393578956,-0.04701553,0.062749893,-0.057633616,0.030665958,-0.51,-0.04,-0.15
NUDT21,-0.272757501,-0.393521291,-0.313395344,-0.449890568,-0.556539769,-0.077590927,-0.51,0.02,-0.34
C17orf53,-0.394770975,-0.393329537,-0.103806278,0.050252873,0.189024248,-0.139153594,-0.51,0.17,-0.12
CCDC47,-0.380729679,-0.393237416,0.450520968,-0.22093405,0.412218899,-0.018604029,-0.51,-0.40,-0.13
SLC25A38,-0.147746283,-0.391777207,0.221502345,-0.025638449,-0.193009745,0.133257466,-0.51,-0.30,-0.08
C11orf84,-0.000675243,-0.391761343,-0.036797952,0.250035199,0.211336583,0.080117657,-0.51,-0.31,-0.16
HOOK2,0.011992622,-0.391589494,-0.222168729,-0.043126982,0.137961693,-0.188471841,-0.51,-0.36,-0.32
CUL3,-0.207625318,-0.391507859,-0.054083391,-0.007583435,-0.085295523,-0.178029471,-0.51,-0.46,-0.35
SF3B4,0.076346526,-0.391083483,-0.070942297,-0.258325629,-0.654758977,-0.21668644,-0.51,-0.19,-0.14
RASGRF2,0.019610118,-0.390871128,-0.007724321,-0.01556685,-0.163767371,-0.083236467,-0.51,-0.07,-0.14
SSTR1,-0.10251494,-0.389531743,0.207234936,-0.179303528,0.002634854,0.107014868,-0.51,-0.62,-0.74
PYGO1,0.224777618,-0.389494761,0.284518297,0.161658028,-0.013710411,0.130412771,-0.51,-0.59,-0.28
DCAF12,-0.048222803,-0.389459986,-0.194566764,0.311868704,-0.129189986,0.142612323,-0.51,0.23,-0.17
PYCR1,-0.306797354,-0.388340137,0.455860301,0.163713963,0.071311534,0.073919598,-0.51,-0.14,0.47
FAM107B,0.243860035,-0.388274874,-0.168157528,-0.367114957,0.025328809,0.104981714,-0.51,-0.10,-0.01
VOPP1,0.040865816,-0.3876649,0.076951427,-0.139740004,-0.094889852,0.24354086,-0.50,0.26,0.60
MUT,-0.011239825,-0.38750632,0.325028336,-0.040160951,0.199056947,-0.13045016,-0.50,0.03,0.22
SOHLH1,0.092360072,-0.38748762,-0.308097943,0.163757322,0.223339574,-0.153329737,-0.50,-0.97,-0.49
OR6B3,0.085074255,-0.387138218,-0.270174855,0.332915527,0.400231676,0.063607098,-0.50,-0.25,-0.20
LIN28A,-0.282963266,-0.385429065,-0.036565885,-0.425280957,-0.233746453,0.014230756,-0.50,-0.32,-0.34
ZNF45,-0.005786924,-0.384711319,-0.05956321,-0.013740032,-0.050053546,0.094677078,-0.50,0.20,0.05
PDHB,0.168654367,-0.384428866,-1.034968121,0.250805723,-0.266582946,-0.375557034,-0.50,-0.45,0.09
KSR1,0.060671777,-0.383808406,-0.027810865,-0.087213862,-0.131302199,0.379774821,-0.50,-0.37,-0.16
MRPS18C,0.125594133,-0.383610034,0.008210434,0.161072975,0.006537976,-0.154670355,-0.50,-0.53,0.02
WRAP53,-0.074241777,-0.383057454,-0.253133831,0.016586328,0.170500198,-0.137635066,-0.50,0.19,0.04
MATR3,-0.456932213,-0.383044326,0.477897702,0.059395432,-0.127172336,0.113923859,-0.50,-0.16,-0.50
ANO5,-0.226593281,-0.38303495,0.101466133,-0.151692259,-0.055879544,-0.034509507,-0.50,0.04,-0.08
CCL28,-0.093779516,-0.382653939,0.015384587,0.039586629,0.041326419,-0.209249956,-0.50,-0.12,-0.08
HNRNPL,-0.38634112,-0.382401559,0.027608779,0.077734431,0.478301414,-0.258987952,-0.50,0.19,-0.16
YWHAB,0.256139381,-0.382356444,-0.088992124,-0.401615917,0.353884817,0.263665759,-0.50,-0.57,-0.50
RPAP1,0.057677114,-0.38217055,-0.108523694,-0.048336414,-0.064515533,-0.178981614,-0.50,0.15,-0.18
NDUFAB1,-0.269900713,-0.382048523,0.169937119,0.061409943,0.230467663,0.009913523,-0.50,0.19,0.19
GRIN3B,0.18835637,-0.381858624,0.135042578,0.211936315,-0.114356962,-0.188559633,-0.50,-0.62,-0.82
ILF3,-0.761007313,-0.381792603,-0.38701686,-0.506266422,-0.245673916,-0.422435616,-0.50,-0.30,-0.41
LSM14A,-0.272304496,-0.381778166,-0.159415932,0.268916272,0.035630063,-0.187696335,-0.50,0.02,-0.03
WIPF2,-0.127062602,-0.38160864,0.00974912,0.059158391,-0.046685506,0.12049312,-0.50,-0.02,-0.69
TBCC,-0.094574917,-0.381527313,0.200138369,-0.243914173,0.144676256,0.113505753,-0.49,-0.03,-0.10
PLEKHM1,0.002159176,-0.38132028,-0.070252132,0.209269587,0.071293204,0.021069673,-0.49,-0.44,-0.78
GPR144,-0.090898518,-0.381150712,0.044086311,-0.071527455,0.014454718,0.111992291,-0.49,-0.50,-0.66
TRAPPC4,-0.002850636,-0.380866569,0.042719801,0.378884503,-0.055455429,-0.112207244,-0.49,-0.14,-0.18
TTC3,-0.004978928,-0.380755557,-0.102902016,0.149850191,-0.076793078,0.251282783,-0.49,0.26,0.10
CMKLR1,-0.214773124,-0.380705274,0.036866977,0.142795327,0.004049265,0.048257703,-0.49,-0.34,-0.03
SIRT1,0.118936846,-0.380444726,0.707141229,0.291659793,0.320766794,-0.389315479,-0.49,-0.38,0.13
ALG3,-0.991391387,-0.380194642,-0.861504668,-0.203713615,0.195823634,-0.926810146,-0.49,0.01,-0.15
CCDC138,0.110323623,-0.379391968,-0.03681306,-0.329170319,-0.015038584,0.047066962,-0.49,0.04,-0.03
SON,0.167553444,-0.378680264,-0.056882547,-0.055937363,0.051259665,-0.394410414,-0.49,-0.76,0.24
ATIC,0.822990504,-0.378672323,0.365588672,0.153494318,0.717898518,-0.167484846,-0.49,-0.37,0.09
ADSS,-0.107160225,-0.378374767,0.092626979,-0.27140326,0.062363318,0.179687718,-0.49,-0.33,0.59
MTHFD2,0.313034282,-0.377911766,0.5529972,-0.152752926,-0.002996962,0.196051678,-0.49,-0.59,-0.08
NMNAT1,-0.483132046,-0.37782311,-0.360856853,-0.470083954,0.076738259,-0.036104486,-0.49,-0.49,-0.84
HMCES,0.09618141,-0.377623953,0.004970449,-0.097687493,-0.066745815,-0.054342402,-0.49,-0.02,-0.25
C2orf57,0.044644527,-0.377616111,-0.02541874,0.012885189,0.205065076,0.129912263,-0.49,0.18,0.09
PSMG2,0.03478997,-0.377425426,-0.210038057,-0.229191454,-0.058669547,0.141556781,-0.49,-0.21,-0.17
SOCS4,-0.031404146,-0.377262483,-0.239066997,-0.236205008,-0.288260271,-0.321197579,-0.49,0.05,0.30
ATR,-0.203540395,-0.37724331,0.343190855,0.076510445,-0.070125004,0.116676582,-0.49,-0.15,0.02
MRPL47,-0.213501821,-0.377209655,-0.230883208,0.142537972,-0.17548702,-0.094826844,-0.49,-0.55,0.08
SAR1A,-1.037116854,-0.377028875,-0.679103808,-0.152502149,-0.106281054,0.551215771,-0.49,-0.38,-0.54
SPRTN,-0.14775749,-0.376905445,0.007991231,0.137268265,0.305762627,-0.489232497,-0.49,-0.36,-0.57
OR56A4,-0.125055407,-0.376511397,-0.541666393,-0.253306956,-0.277743151,-0.264751851,-0.48,0.07,-0.11
GPER1,0.076711087,-0.376342379,0.231172933,0.100406612,0.251545464,-0.04629035,-0.48,-0.11,-0.54
OSBP,-0.163427978,-0.376059457,0.072589223,-0.153135274,0.08532881,0.064867767,-0.48,-0.04,-0.06
TP53I13,-0.114194534,-0.376052673,0.351737366,0.219729284,0.405395512,0.348185188,-0.48,-0.12,0.09
INO80B,-0.115953983,-0.376033557,0.061169698,0.121398571,0.307948812,0.255505154,-0.48,-0.30,-0.42
JAKMIP3,0.110099575,-0.375937721,-0.137546827,-0.12526836,-0.089636729,-0.073540437,-0.48,0.04,-0.01
ZNF605,0.055648011,-0.3754198,0.103292487,0.235601344,0.392096697,0.073066397,-0.48,-0.29,-0.59
CTC-534A2.2,-0.215111705,-0.374782192,-0.022048312,-0.375128572,-0.262049171,0.13165643,-0.48,-0.17,-0.18
C2CD5,-0.418685707,-0.374710535,-0.291792419,-0.143527634,0.123911271,-0.041850055,-0.48,-0.12,-0.51
VPS28,-0.047699055,-0.374461089,-0.007683483,-0.01838366,-0.128640883,-0.004414511,-0.48,-0.43,0.03
RFX4,-0.092680814,-0.374310935,0.090120157,-0.128587249,-0.067848571,0.270159348,-0.48,-0.31,-0.65
FAM57B,0.169284101,-0.374181022,0.277285835,-0.136070307,-0.235744752,0.090713158,-0.48,0.09,0.11
PRDX2,-0.005357519,-0.374002772,0.495549682,0.162384012,0.09380575,-0.05756415,-0.48,0.39,-0.19
NUP85,-0.000442636,-0.37383119,0.15049109,0.060325441,-0.183336088,-0.272845835,-0.48,-0.21,-0.13
SPINT4,0.197626101,-0.373656838,-0.163246816,0.018902859,-0.108100059,-0.247777891,-0.48,-0.49,-0.54
ZFR,-0.053997299,-0.373213919,-0.061858453,-0.181108582,-0.069968104,0.061329087,-0.48,-0.09,0.14
CRHBP,0.028510568,-0.373133704,0.030772597,-0.201465766,-0.178465431,-0.061173659,-0.48,-0.68,-0.35
NECAP1,-0.007343379,-0.373043263,0.066364666,-0.11512746,-0.047470785,0.173538823,-0.48,-0.43,-0.29
SPCS1,-0.13825369,-0.372916163,0.097133899,-0.055225126,0.422127198,0.21447557,-0.48,-0.81,-0.54
SYT15,0.024805071,-0.372604776,-0.159484828,0.272628806,0.181122968,0.046501029,-0.48,-0.74,-1.34
ABCC5,0.075027785,-0.372427705,-0.142566635,-0.314603022,-0.003390594,0.115946151,-0.48,-0.04,-0.34
LARP4,-0.050062931,-0.372421257,-0.10868381,0.108602024,-0.471495965,-0.054162016,-0.48,-0.30,0.01
EMC1,-0.341117804,-0.372237192,-0.108347499,-0.098606934,-0.316803021,0.116167438,-0.48,-0.28,-0.62
HNRNPDL,-0.229571996,-0.372084328,-0.157642517,-0.1132676,-0.061961718,0.210215288,-0.48,0.03,0.02
MCRS1,-0.219762766,-0.371978526,-0.051655486,0.11938293,-0.039088001,-0.022014863,-0.48,-1.10,-1.07
PPP1R16B,0.075467766,-0.371747286,-0.249440345,-0.022869305,0.062183308,-0.03999218,-0.48,-0.16,-0.10
ZNF860,0.027153966,-0.371073466,-0.241170703,-0.274884739,-0.020570023,0.082813389,-0.48,0.22,-0.23
CHORDC1,0.169803879,-0.37099003,-0.000303478,0.084733219,0.238802692,0.210605813,-0.48,0.01,-0.24
RCAN2,-0.018989929,-0.370967106,0.148511589,0.050022153,-0.162521574,0.0552593,-0.48,-0.33,-0.57
XRCC1,-0.279618827,-0.370458998,-0.059917072,0.348580036,0.121767965,0.001316545,-0.48,-0.11,0.32
TAX1BP1,0.218944452,-0.370376558,-0.159314295,-0.376250162,0.232092521,-0.02732034,-0.48,-0.16,0.17
KLHL29,-0.145265059,-0.370247664,-0.14044653,0.171848523,-0.367541077,-0.085369037,-0.48,-0.16,0.18
MCMDC2,-0.053484838,-0.369755524,-0.063628368,0.093506342,-0.187530913,-0.109005449,-0.48,-0.10,0.11
KBTBD12,-0.070586991,-0.369121844,0.096866445,0.082699208,-0.007613687,0.120449718,-0.47,-0.10,0.13
PRRG2,-0.080646175,-0.368881499,0.1020597,-0.125667671,0.189471291,0.21840356,-0.47,-0.50,-0.29
ICAM4,-0.020473351,-0.368687702,-0.102290028,-0.163686942,-0.024679909,0.145991233,-0.47,0.06,0.08
GINS1,-0.325869016,-0.368211901,0.045204324,-0.150453525,0.123902172,-0.138317017,-0.47,0.29,0.13
UFM1,-0.373951949,-0.368183867,-0.06344125,0.027790569,0.136082833,0.35273721,-0.47,-0.36,-0.10
TMEM116,0.12395111,-0.368018393,0.035765851,-0.002440963,0.16459948,0.039162535,-0.47,-0.22,-0.29
SDSL,0.173619583,-0.36798543,-0.074502225,-0.256985131,-0.006677448,-0.224512254,-0.47,-0.36,-0.29
SPC25,-0.2774173,-0.367503574,0.237974467,0.030060133,0.052228294,0.209734001,-0.47,-0.62,-0.73
IL6R,-0.06664581,-0.367147639,-0.348984353,-0.102465664,-0.172879857,0.157324226,-0.47,-0.13,-0.04
ATRX,-0.254775783,-0.367111198,0.092997997,-0.166036087,-0.120296288,0.57695027,-0.47,-0.34,0.40
PRB4,0.122806094,-0.366496373,0.077142252,-0.121173968,-0.166202149,0.07870265,-0.47,-0.22,-0.20
CBLL1,0.016149644,-0.366417955,-0.545438784,0.029523341,-0.461089806,-0.063595764,-0.47,-0.14,-0.27
PLA2G15,-0.138987324,-0.366350226,0.265615165,0.288359708,-0.10203287,0.232842917,-0.47,-0.19,-0.61
DPM3,-0.414178819,-0.366281898,-0.069091243,-0.081022449,0.080052731,-0.000975038,-0.47,-0.31,0.41
MINPP1,-0.410629845,-0.365686383,0.095689108,0.027643161,0.082930071,-0.103586887,-0.47,-0.23,-0.06
TRIM38,0.084129863,-0.365663835,0.043628117,0.007740813,-0.094896297,-0.231509382,-0.47,0.02,-0.40
C2CD3,0.349980349,-0.365038532,0.200794222,-0.178388025,-0.339735145,-0.068792325,-0.47,0.15,0.00
MYH15,0.080574994,-0.364738078,0.007948695,-0.3509131,-0.08934081,-0.235955182,-0.47,-0.31,-0.72
FXN,-0.05601399,-0.364051381,0.347845376,0.321896571,0.035242123,-0.237482306,-0.47,0.29,0.13
NBN,0.000171115,-0.364030295,0.233440753,-0.034553521,-0.054374764,-0.104219512,-0.47,0.33,0.19
GFI1B,-0.223697839,-0.363990371,-0.403738229,0.018519552,-0.113585585,0.267294191,-0.47,0.14,0.33
RBX1,-0.052835786,-0.363596138,0.606432226,-0.052105006,0.307853733,-0.120060974,-0.47,-0.45,0.39
PDHA1,0.185750993,-0.363386645,-0.947708236,0.478819597,-0.650249851,-0.989864781,-0.47,-0.03,-0.15
MYO15A,0.280477299,-0.362917901,0.055148917,-0.038957397,0.198829427,-0.30458215,-0.47,-0.32,0.15
PIK3C3,-0.346720439,-0.362855302,0.200976739,0.202999843,-0.38822852,-0.20042586,-0.47,0.17,0.16
CCDC174,-0.03983174,-0.362478728,0.016145089,0.16050976,0.21818181,-0.245721618,-0.47,-0.64,-0.33
PRM1,-0.181046489,-0.36244484,0.201906063,0.19051429,-0.045618567,-0.152315713,-0.47,-0.36,-0.09
FBXL4,0.132809299,-0.362108643,-0.106645105,-0.126387424,-0.119241501,0.14443209,-0.47,0.20,0.37
RAB27A,0.029670469,-0.361807959,-0.117656567,-0.156404924,0.371762192,-0.191990952,-0.47,-0.21,-0.30
MLXIP,-0.161968412,-0.361481812,-0.224570283,-0.13034306,-0.051816743,-0.24086257,-0.46,-0.51,0.16
STK17A,-0.066548618,-0.361275403,-0.168201569,0.021380298,-0.261232049,-0.248553373,-0.46,0.00,-0.20
AGBL2,0.083903862,-0.360996698,-0.396263343,0.143133106,0.201063421,-0.035022892,-0.46,-0.53,-0.90
ITGB8,0.284213073,-0.360916316,-0.261365164,0.197426752,-0.050579794,0.305782116,-0.46,-0.37,-0.40
CALR,0.068822362,-0.360815776,-0.208039154,0.008645468,-0.055739788,0.008789135,-0.46,-0.22,-0.03
MNS1,0.132287291,-0.360680212,0.195071355,-0.300894275,0.133196759,-0.025150991,-0.46,-0.20,-0.06
DSC2,0.161588821,-0.360596889,0.128441658,0.17154573,-0.013438682,0.063747699,-0.46,-0.21,0.13
AGPAT1,-0.378656295,-0.360274004,0.08779682,0.07889679,-0.001113997,-0.024000046,-0.46,-0.06,0.05
ZNHIT1,0.061602184,-0.360185159,0.242676142,-0.16231837,-0.258248567,-0.35534942,-0.46,0.13,-0.11
CCR7,0.073519063,-0.360149186,0.017884536,0.113559908,-0.098614565,-0.017844087,-0.46,-0.19,-0.24
PPFIA3,0.124858653,-0.360040719,0.244504635,-0.073413231,-0.226399101,-0.174074621,-0.46,-0.07,0.17
UQCR10,-0.17428718,-0.359850002,0.342199132,-0.035366351,0.307296514,-0.335662393,-0.46,0.01,-0.56
C2orf88,0.213796087,-0.359792534,-0.20766958,0.305969998,-0.170306068,-0.069023033,-0.46,-0.03,-0.09
SREBF1,-0.133749239,-0.359723407,0.323871898,0.215594527,-2.184945509,0.243181085,-0.46,0.10,0.04
PML,-0.02535461,-0.359722409,0.145415492,0.01921077,-0.199306958,-0.112049847,-0.46,-0.87,-0.90
PZP,-0.030272392,-0.359233509,-0.198472915,-0.278802468,-0.221295846,-0.182406426,-0.46,-0.19,-0.12
C12orf66,-0.693028929,-0.359220993,0.402448802,-0.195737671,-0.040102379,0.110479856,-0.46,-0.84,-0.94
CGA,-0.114824793,-0.358767402,-0.011855428,0.180426654,-0.060946477,-0.073076472,-0.46,-0.36,0.09
GORAB,0.010918699,-0.358759705,-0.247380437,0.075689664,-0.157761355,-0.0322132,-0.46,-0.25,0.04
BPIFB2,-0.01345906,-0.358343031,-0.210711058,-0.228161417,-0.180933577,-0.025009471,-0.46,-0.20,0.03
NUDT3,0.023504898,-0.357787506,0.217350055,0.288473884,-0.033803904,0.082358656,-0.46,-0.69,-0.24
NAA10,0.044364337,-0.357767442,-0.053901794,0.102283558,-0.123677715,-0.246892376,-0.46,0.21,-0.39
NPAS2,-0.019587241,-0.357629501,-0.085685136,-0.049855681,-0.153774209,0.051442533,-0.46,-0.19,-0.24
EXT2,-0.433546569,-0.357468081,-0.462977192,0.107609281,-0.029734462,-0.100324717,-0.46,0.02,-0.01
EIF3A,0.401992997,-0.356670572,0.000941342,0.184366455,-0.208622492,0.08946931,-0.45,-0.22,0.16
